,reaction_id,EC_number
2699,COA1819ZD9DS,1.14.19.1
2700,ECOAR,1.3.1.93
2701,FACOAE1836Z9Z12Z,3.1.2.2
2702,APLh,2.2.1.6
2703,APLm,2.2.1.6
2704,BCACT,2.8.3.8
2705,BCOR,1.3.99.2
2706,BNOR,1.2.1.87
2707,BNORh,1.2.1.87
2708,BTS,1.1.1.-
2709,BTS_nadph,1.1.1.-
2710,HBCHLR,4.2.1.55
2711,HBCO_nadp,1.1.1.35
2712,HBCO_nadp_m,1.1.1.35
2713,HBCOm,1.1.1.35
2714,HBNOx,1.1.1.30
2715,SSNOh,1.2.1.24
2716,FBA3hi,4.1.2.13
2717,GAPDH_nadp_hi,1.2.1.59
2718,HCO3Ehi,4.2.1.1
2719,HCO3E_1,4.2.1.1
2720,HCO3Em_1,4.2.1.1
2721,MDH_nadp_hi,1.1.1.82
2722,PPDKh,2.7.9.1
2723,PRUK_1,2.7.1.19
2724,RBPCh,4.1.1.39
2725,SBP_1,3.1.3.37
2726,MDHC_nadp_hr,1.1.1.40
2727,ANXANOR,1.14.13.90
2728,CHYA1,1.14.99
2729,CHYA2,1.14.99
2730,CXHY,1.14.99.45
2731,LCYA,5.5.1.19
2732,LCYB,5.5.1.19
2733,LCYD,5.5.1.18
2734,LCYE,5.5.1.18
2735,LCYG,5.5.1.19
2736,NEOXANS,5.3.99.9
2737,ZAXANOR,1.14.13.90
2738,ZHY,1.14.99.45
2739,3SPYRSPh,3.13.1
2740,3SPYRSPm_1,3.13.1
2741,ACSERSULL,2.5.1.47
2742,ACSERSULLh,2.5.1.47
2743,ACSERSULLm,2.5.1.47
2744,SHSL1h,2.5.1.48
2745,SHSL2h,2.5.1.48
2746,SHSL4h,4.2.99.9
2747,AATC,2.6.1.1
2748,AATG,2.6.1.1
2749,AATGm,2.6.1.1
2750,CTINBL,4.4.1.8
2751,CYSATm,2.6.1.3
2752,CYSAT,2.6.1.3
2753,CYSDO,1.13.11.20
2754,CYSS_1,2.5.1.65
2755,CYSS_trdrd,2.5.1.49
2756,CYSTBL,4.4.1.8
2757,SAT,2.3.1.30
2758,SATm,2.3.1.30
2759,CITALALDOR,1.2.3.1
2760,DDMCITALOR,1.4.3.4
2761,DMCITALOR,1.4.3.4
2762,LIDOAMH,3.1.1.1
2763,LIDOMO,1.14.14.1
2764,MEGLYXYLAMH,3.1.1.1
2765,56DH5FLURAAMH,3.5.2.2
2766,5FLURAOR,1.3.1.2
2767,5FLURAPRT,2.4.2.10
2768,6MPURPRT,2.4.2.8
2769,6TINS5MPOR,1.1.1.205
2770,6TXAN5MPAML,6.3.5.2
2771,AFLBURPPAAMH,3.5.1.6
2772,TGUAPRT,2.4.2.8
2773,3HAD100_1,4.2.1.59
2774,3HAD120_1,4.2.1.59
2775,3HAD140_1,4.2.1.59
2776,3HAD160_1,4.2.1.59
2777,3HAD180_1,4.2.1.61
2778,3HAD181_1,4.2.1.61
2779,3HAD40_1,4.2.1.59
2780,3HAD60_1,4.2.1.59
2781,3HAD80_1,4.2.1.59
2782,3OAR100_1,2.3.1.86
2783,3OAR120_1,2.3.1.86
2784,3OAR140_1,2.3.1.86
2785,3OAR160_1,2.3.1.86
2786,3OAR180_1,1.1.1.100
2787,3OAR181_1,1.1.1.100
2788,3OAR40_1,2.3.1.86
2789,3OAR60_1,2.3.1.86
2790,3OAR80_1,2.3.1.86
2791,3OAS100_1,2.3.1.86
2792,3OAS120_1,2.3.1.86
2793,3OAS140_1,2.3.1.86
2794,3OAS160_1,2.3.1.86
2795,3OAS180_1,2.3.1.41
2796,3OAS181_1,2.3.1.179
2797,3OAS60_1,2.3.1.86
2798,3OAS80_1,2.3.1.86
2799,ACCOAC_1,6.4.1.2
2800,ACOATA_1,2.3.1.86
2801,BTNC,6.3.4.14
2802,EAR100x_1,2.3.1.-
2803,EAR100y_1,2.3.1.86
2804,EAR120x_1,2.3.1.-
2805,EAR120y_1,2.3.1.86
2806,EAR140x_1,2.3.1.-
2807,ACOA60OR,1.3.99.3
2808,EAR140y_1,2.3.1.86
2809,EAR160x_1,1.3.1.9
2810,EAR160y_1,1.3.1.10
2811,EAR180x_1,1.3.1.9
2812,EAR181x_1,1.3.1.9
2813,EAR181y_1,1.3.1.10
2814,EAR40x_1,2.3.1.-
2815,EAR40y_1,2.3.1.86
2816,EAR60x_1,2.3.1.-
2817,EAR60y_1,2.3.1.86
2818,EAR80x_1,2.3.1.-
2819,EAR80y_1,2.3.1.86
2820,FA100ACPHi_1,3.1.2.21
2821,FA120ACPHi_1,3.1.2.21
2822,FA140ACPHi_1,3.1.2.14
2823,FA160ACPHi_1,3.1.2.14
2824,FA161ACPHi_1,3.1.2.14
2825,FA180ACPHi,3.1.2.14
2826,FA181ACPHi,3.1.2.14
2827,FA80ACPHi_1,3.1.2.21
2828,KAS14_1,2.3.1.86
2829,MCOATA_1,2.3.1.86
2830,ACACT2m,2.3.1.9
2831,ACACT3m,2.3.1.9
2832,ACACT4m,2.3.1.9
2833,ACACT5m,2.3.1.9
2834,ACACT6m,2.3.1.9
2835,ACACT7m,2.3.1.9
2836,ACOAR2m,1.3.1.8
2837,ACOAR3m,1.3.1.8
2838,ACOAR4m,1.3.1.8
2839,ACOAR5m,1.3.1.8
2840,ACOAR6m,1.3.1.8
2841,ACOAR7m,1.3.1.8
2842,ECOAH2m,4.2.1.74
2843,ECOAH3m,4.2.1.74
2844,ECOAH4m,4.2.1.74
2845,ECOAH5m,4.2.1.74
2846,ECOAH6m,4.2.1.74
2847,ECOAH7m,4.2.1.74
2848,HACD2m,1.1.1.35
2849,HACD3m,1.1.1.35
2850,HACD4m,1.1.1.35
2851,HACD5m,1.1.1.35
2852,HACD6m,1.1.1.35
2853,HACD7m,1.1.1.35
2854,AACPS1_1,6.2.1.20
2855,AACPS3_1,6.2.1.20
2856,AACPS6_1,6.2.1.20
2857,ACACT1,2.3.1.9
2858,ACACT2,2.3.1.9
2859,ACACT3,2.3.1.9
2860,ACOA100OR,1.3.99.3
2861,ACOA120OR,1.3.99.3
2862,ACOA140OR,1.3.99.3
2863,ACOA160OR,1.3.99.3
2864,ACOA40OR,1.3.99.3
2865,PGCM,5.4.2.5
2866,ACOA80OR,1.3.99.3
2867,ECOAH1_1,4.2.1.55
2868,ECOAH2_1,4.2.1.74
2869,ECOAH3_1,4.2.1.74
2870,ECOAH4_1,4.2.1.74
2871,ECOAH5_1,4.2.1.74
2872,ECOAH6_1,4.2.1.74
2873,ECOAH7_1,4.2.1.74
2874,HACD1_1,1.1.1.35
2875,HACD2_1,1.1.1.35
2876,HACD3_1,1.1.1.35
2877,HACD4_1,1.1.1.35
2878,HACD5_1,1.1.1.35
2879,HACD6_1,1.1.1.35
2880,HACD7_1,1.1.1.35
2881,10FTHFGLULL,6.3.2.17
2882,10FTHFGLULLm,6.3.2.17
2883,AKP1_1,3.1.3.1
2884,DHFOR,1.5.1.3
2885,DNTPPA_1,3.6.1.67
2886,GTPCI_2,3.5.4.16
2887,THFGLUH,3.4.17.11
2888,THFGLUS_1,6.3.2.17
2889,THFOR1,1.5.1.3
2890,THFOR2,1.5.1.3
2891,AF1PT,2.7.1.3
2892,AGAKI,5.3.1.7
2893,AM6PTh,2.7.1.7
2894,BFBP,3.1.3.11
2895,BFBPh,3.1.3.11
2896,FPGPL,4.1.2.13
2897,MPAKI,5.3.1.8
2898,MPPM,5.4.2.8
2899,SBTRh,1.1.1.21
2900,AGMIS,2.4.1.82
2901,EMGH,3.2.1.22
2902,GALKh,2.7.1.6
2903,GALO,1.1.3.9
2904,GGGH,3.2.1.22
2905,GRGT,2.4.1.67
2906,IAGT,2.4.1.123
2907,LCGH,3.2.1.23
2908,MGHB,3.2.1.22
2909,MLGH,3.2.1.22
2910,MTGH,3.2.1.22
2911,OAGMIG,3.2.1.22
2912,RGH,3.2.1.22
2913,SGHA,3.2.1.48
2914,SYGH,3.2.1.22
2915,ARGDh,4.1.1.15
2916,GAM,6.3.5.5
2917,GDR_nadp_h,1.8.1.7
2918,PRDPARh,2.4.2.14
2919,GCL,6.3.2.2
2920,GALh,6.3.1.2
2921,GALm,6.3.1.2
2922,GLUS,1.4.1.14
2923,GDH,1.4.1.4
2924,GDH_nadp,1.4.1.4
2925,AGPAT160h,2.3.1.51
2926,DAGK160h,2.7.1.107
2927,G3PAT160_1,2.3.1.15
2928,G3PAT160h,2.3.1.15
2929,G3PAT180h,2.3.1.15
2930,G3PAT181h,2.3.1.15
2931,GLYALDOR,1.2.1.3
2932,PAPA160h,3.1.3.4
2933,UDPSQS,3.13.1.1
2934,G3PD1_1,1.1.1.94
2935,G3PD2_2,1.1.1.94
2936,G3PO,1.1.3.21
2937,SERDC,4.1.1
2938,AMO,1.4.3.6
2939,AOBUTDxs,1.1.1.381
2940,GHMT,2.1.2.1
2941,GLYATx,2.3.1.37
2942,GLYCDH_1,1.1.1.81
2943,GLYCOR_nadp,1.1.1.81
2944,GLYDHD,1.4.4.2
2945,GLYPT,2.7.1.31
2946,GLYTA_1,2.6.1.44
2947,GLYTLm,6.1.1.14
2948,HSK_1,2.7.1.39
2949,PGLYCPh,3.1.3.18
2950,PGLYDH,1.1.1.95
2951,PSAT,2.6.1.52
2952,PSP,3.1.3.3
2953,SGAT,2.6.1.45
2954,THRA_1,4.1.2.5
2955,THRAL,4.3.1.19
2956,THRS_1,4.2.3.1
2957,ASADH,1.2.1.11
2958,ASPK_1,2.7.2.4
2959,HSDH,1.1.1.3
2960,ACPh,3.6.1.7
2961,ENOf,4.2.1.11
2962,ENOm,4.2.1.11
2963,FBAf,4.1.2.13
2964,FBAh,4.1.2.13
2965,FBAm,4.1.2.13
2966,G6PI_1,5.3.1.9
2967,G6PIh,5.3.1.9
2968,GAPDHf,1.2.1.59
2969,GAPDHh,1.2.1.59
2970,GAPDHi,1.2.1.59
2971,GAPDHm,1.2.1.59
2972,GLUKA,2.7.1.2
2973,GLUKAh,2.7.1.2
2974,PFKh,2.7.1.11
2975,PGIA,5.3.1.9
2976,PGIAh,5.3.1.9
2977,PGIBh,5.3.1.9
2978,PGM_1,5.4.2.12
2979,PGMf,5.4.2.12
2980,PGMm,5.4.2.12
2981,PGMTh,5.4.2.5
2982,PDHam1hi,4.1.1.1
2983,PDHam1mi,4.1.1.1
2984,PDHam2hi,1.2.4.1
2985,PDHam2mi,1.2.4.1
2986,PDHe2hr,2.3.1.12
2987,PDHe2r,2.3.1.12
2988,PDHe3hr,1.8.1.4
2989,PGKf,2.7.2.3
2990,PGKh,2.7.2.3
2991,PGKm,2.7.2.3
2992,PYKf,2.7.1.40
2993,PYKm,2.7.1.40
2994,TPIh,5.3.1.1
2995,PDCh,4.1.1.1
2996,PDCm,4.1.1.1
2997,FORAMDx,3.5.1.49
2998,HOXPRm,1.1.1.60
2999,ICL_1,4.1.3.1
3000,MTHFCx,3.5.4.9
3001,OXADCm,4.1.1.2
3002,PGLYCPx,3.1.3.18
3003,RBCh_1,4.1.1.39
3004,MALSh,2.3.3.9
3005,MALSm,2.3.3.9
3006,AO,1.4.3.6
3007,AOOA,2.6.1.9
3008,AOOAh,2.6.1.9
3009,HDC,4.1.1.28
3010,HDH,1.1.1.23
3011,HDHh,1.1.1.23
3012,HP,3.1.3.15
3013,HPh,3.1.3.15
3014,IGPDh,4.2.1.19
3015,IMGPSh,4.1.3.-
3016,PRACHh,3.5.4.19
3017,PRADPh,3.6.1.31
3018,PRICIh,5.3.1.16
3019,IBPHn,3.1.3.66
3020,MI3PSB,5.5.1.4
3021,MIHKPP,3.1.3.62
3022,ACDO_co,1.13.11.53
3023,ACPCS,4.4.1.14
3024,ACRSP,3.1.3.87
3025,ADSHm,3.3.1.1
3026,AHHST,2.5.1.49
3027,AHSL,2.5.1.48
3028,CYSTS_1,2.5.1
3029,DMT,2.1.1.37
3030,MATm,2.5.1.6
3031,MS,2.1.1.14
3032,APAPTm,2.5.1.16
3033,DOLDPP,3.6.1.43
3034,UDPDOLPT,2.4.1.117
3035,ANNAT,2.7.7.18
3036,ANNATn,2.7.7.18
3037,DNGALh,6.3.5.1
3038,N2PH,3.1.3.-
3039,NAPT,2.4.2.12
3040,NNOR,1.6.1.3
3041,NPH,3.6.1.9
3042,AMID_1,3.5.1.4
3043,CPS,6.3.4.16
3044,FORA,3.5.1.49
3045,GLUS_nadph,1.4.1.13
3046,GLYS,2.1.2.10
3047,NITR,1.7.1.2
3048,URCBm,6.3.4.6
3049,URCN_1,4.2.1.49
3050,PROAKGOX1,1.14.11.2
3051,DHFR2i,1.5.1.3
3052,FGFTh,2.1.2.2
3053,FGFTm,2.1.2.2
3054,FOLR2_1,1.5.1.3
3055,FPGFTh,2.1.2.2
3056,FPGFTm,2.1.2.2
3057,FTAL,4.3.1.4
3058,FTCL,6.3.3.2
3059,METSm,2.1.1.13
3060,MTAM,2.1.2.10
3061,MTAM_nh4,2.1.2.10
3062,MTHFO,1.5.1.20
3063,MTHFO_nadp,1.5.1.20
3064,IDPh,3.6.1.1
3065,IDPm,3.6.1.1
3066,2DHPFALDL,4.1.2.12
3067,ACPS1_1,2.7.8.7
3068,ACPS1h,2.7.8.7
3069,APCPT,2.7.1.33
3070,APNPT,2.7.1.34
3071,APPAT,2.7.7.3
3072,BCTA_val_m,2.6.1.6
3073,DMORh,1.1.1.86
3074,MTMOHT,2.1.2.11
3075,PBALm,6.3.2.1
3076,PNORm,1.1.1.169
3077,PNORn,1.1.1.169
3078,PPATDh,2.2.1.6
3079,G6PADH,1.1.1.49
3080,G6PADHh,1.1.1.49
3081,G6PBDHh,1.1.1.49
3082,GNKh,2.7.1.12
3083,PGDHh,1.1.1.44
3084,PGLh,3.1.1.31
3085,PPMh,5.4.2
3086,RPDPK,2.7.6.1
3087,TAh,2.2.1.2
3088,RPEh,5.1.3.1
3089,RPIh,5.3.1.6
3090,TKT1h,2.2.1.1
3091,TKT2h,2.2.1.1
3092,ANTPPT,2.4.2.18
3093,ATNS,4.1.3.27
3094,ATNS_nh4,4.1.3.27
3095,CHRM,5.4.99.5
3096,CHRS,4.2.3.5
3097,DHQS_1,4.2.3.4
3098,DPHS,2.5.1.54
3099,DQDH,4.2.1.10
3100,G3PL,4.2.1.20
3101,IGPS_1,4.1.1.48
3102,POAT,2.6.1.9
3103,POATh,2.6.1.9
3104,POATm,2.6.1.9
3105,PRAI,5.3.1.24
3106,PSCIT,2.5.1.19
3107,SERH,4.2.1.20
3108,SKDH,1.1.1.282
3109,SKK,2.7.1.71
3110,TRPS2h,4.2.1.20
3111,ATPSh,3.6.3.14
3112,SUCDHh,1.3.5.1
3113,ABOR,1.2.1.3
3114,AGDI,3.5.3.12
3115,AGDIn,3.5.3.12
3116,CMPA,3.5.1.53
3117,ORDCh,4.1.1.17
3118,PTOR,1.4.3.6
3119,BILIRED_1,1.3.1.24
3120,CHLASE,3.1.1.14
3121,CHLASG,2.5.1
3122,CHLASP,2.5.1.62
3123,CHLBSP,2.5.1.62
3124,CPPPGO_1,1.3.3.3
3125,DVCHLDR,1.3.1.75
3126,FCLT_1,4.99.1.1
3127,FERO,1.16.3.1
3128,G1SAT_1,5.4.3.8
3129,GLUTRR_1,1.2.1.70
3130,GLUTRS_1,6.1.1.24
3131,HEMEOSm_1,2.5.1.-
3132,HOXG_1,1.14.99.3
3133,MPMECY2,1.14.13.81
3134,MPML_1,6.6.1.1
3135,PPBNGD,4.3.1.8
3136,PPBNGS_1,4.2.1.24
3137,PPPGO_1,1.3.3.4
3138,SHCHF_1,4.99.1.4
3139,TFENFEOR,1.16.1.2
3140,UPP3MT_1,2.1.1.107
3141,UPP3S_1,4.2.1.75
3142,UPPDC1_1,4.1.1.37
3143,UPPDC2_1,4.1.1.37
3144,ACCAHh,3.5.99.7
3145,ACCAHm,3.5.99.7
3146,APPTh,2.7.2.15
3147,APPTm,2.7.2.15
3148,MCDC,4.1.1.9
3149,PCFPTh,2.3.1.54
3150,PCFPTm,2.3.1.54
3151,PCPPTh,2.3.1.8
3152,PCPPTm,2.3.1.8
3153,PPACOALh,6.2.1.17
3154,PPACOALm,6.2.1.17
3155,AASPh,2.7.1.25
3156,AASPm,2.7.1.25
3157,ADATT,2.7.7.53
3158,ADECn,4.6.1.1
3159,ADSSh,6.3.4.4
3160,AGPOP,2.7.1.40
3161,AGPOPm,2.7.1.40
3162,APATT,2.7.7.53
3163,APNn,3.1.4.53
3164,ATAH,3.5.3.4
3165,ATAH_co2,3.5.3.9
3166,ATAMh,2.7.4.3
3167,ATDAMh,2.7.4.3
3168,ATDAMm,2.7.4.3
3169,ATDGDm,2.7.4.6
3170,ATGDm,2.7.4.6
3171,ATNAH,3.5.2.5
3172,ATPPHm,3.6.4.9
3173,BTP,3.6.1.29
3174,BTPS,3.6.1.41
3175,DAPOP,2.7.1.40
3176,GCPN,3.1.4.35
3177,GDTP,3.6.1.40
3178,GMP5N,3.1.3.5
3179,GMPS_glu_m,6.3.5.2
3180,GMPSm,6.3.5.2
3181,GPAR,2.4.2.8
3182,GTPDPK_1,2.7.6.5
3183,GTPOPm,2.7.1.40
3184,GUAC,4.6.1.2
3185,GUACn,4.6.1.2
3186,GUAD_1,3.5.4.3
3187,HIUH,3.5.2.17
3188,ICH,3.5.4.10
3189,IDPA,3.6.1.64
3190,IMPDm,1.1.1.205
3191,ITPA,3.6.1.5
3192,PPRGL,6.3.4.13
3193,PPRGLh,6.3.4.13
3194,PRAIC,4.1.1.21
3195,PRAICh,4.1.1.21
3196,PRAISh,6.3.2.6
3197,PRFGCL,6.3.3.1
3198,PRFGCLh,6.3.3.1
3199,PRFGSh,6.3.5.3
3200,UGAH,3.5.3.9
3201,URO,1.7.3.3
3202,ASPCT_1,2.1.3.2
3203,ASPCTm,2.1.3.2
3204,CDPPH,3.6.1.6
3205,DATCY,2.7.1.48
3206,DATUP,2.7.1.48
3207,DCTCP,2.7.1.48
3208,DCTUP,2.7.1.48
3209,DGTCY,2.7.1.48
3210,DGTUP,2.7.1.48
3211,DHR,3.5.2.3
3212,DHROm,1.3.99.11
3213,DTPH,3.6.1.5
3214,DTTGY,2.7.1.48
3215,DTTUP,2.7.1.48
3216,DUTCP,2.7.1.48
3217,DUTUP,2.7.1.48
3218,HCGALm,6.3.5.5
3219,ITCY,2.7.1.48
3220,TDSRh,1.8.1.9
3221,UPRT,2.4.2.9
3222,UTCY,2.7.1.48
3223,UTUP,2.7.1.48
3224,ACALDh,1.2.1.10
3225,ACCOAhi,6.4.1.2
3226,ACKrh,2.7.2.15
3227,ACKrm,2.7.2.15
3228,ALCDH_nadp_hi,1.1.1.71
3229,APhi,3.6.1.7
3230,IPPSh,2.3.3.13
3231,LDHm,1.1.1.28
3232,LLDHh,1.1.1.27
3233,PFLACTm,2.3.1.54
3234,PFLh,2.3.1.54
3235,PTArh,2.3.1.8
3236,PTArm,2.3.1.8
3237,PYRDC_1,4.1.1.1
3238,CAROMO,1.14.99.36
3239,CRETINOLOR1,1.1.1.315
3240,CRETINOLOR2,1.1.1.-
3241,CRETINOLPMTACT,2.3.1.76
3242,TRETINOLOR1,1.1.1.105
3243,TRETINOLOR2,1.1.1.300
3244,AFAT,2.7.7.2
3245,AUNOR,1.1.1.193
3246,AUS,3.1.3.-
3247,DLDLBT,2.5.1.78
3248,RIBFS,2.5.1.9
3249,ACHMSSELCYSL,2.5.1.48
3250,ACHMSSELCYSLh,2.5.1.48
3251,ACSERL,2.5.1.47
3252,ACSERLh,2.5.1.47
3253,ACSERLm,2.5.1.47
3254,PHOMSELCYSL,2.5.1
3255,PHOMSELCYSLh,2.5.1
3256,SEAHCYSHYD_1,3.3.1.1
3257,SELCYSTL,4.4.1.8
3258,SELCYSTLh,4.4.1.8
3259,SUCHMSSELCYSL,2.5.1.48
3260,SUCHMSSELCYSLh,2.5.1.48
3261,SECYSTL,6.1.1.11
3262,SLCS,2.9.1.1
3263,SLDK,2.7.9.3
3264,SBPP3,3.1.3.4
3265,SGOR,1.3.99.-
3266,AATHA,3.2.1.28
3267,AATHB,3.2.1.28
3268,ABFPT,2.7.1.4
3269,ABFPTh,2.7.1.4
3270,BFFS,3.2.1.26
3271,SAGH,3.2.1.48
3272,UFAGT,2.4.1.14
3273,UG6PGT,2.4.1.15
3274,UG6PGTn,2.4.1.15
3275,UGE,5.1.3.6
3276,GLPThi,2.7.7.27
3277,SULO,1.8.3.1
3278,SULOm,1.8.3.1
3279,ACONTx,4.2.1.3
3280,AKGDHe2r,2.3.1.61
3281,MDH_nadp_fi,1.1.1.82
3282,MDHf,1.1.1.37
3283,MDHh,1.1.1.37
3284,MDHm_1,1.1.1.37
3285,MDHx,1.1.1.37
3286,ICDHhr,1.1.1.42
3287,SUCLm,6.2.1.5
3288,PPCKm,4.1.1.49
3289,MAAIn,5.2.1.2
3290,ALPHm,3.5.1.54
3291,URCB,6.3.4.6
3292,ACAS_2ahbut,2.2.1.6
3293,DHAD_3mob_h,4.2.1.9
3294,DHADh,4.2.1.9
3295,IMDHT,4.2.1.33
3296,IMDHT_3c2hmp,4.2.1.33
3297,KARI,5.4.99.3
3298,KARI_23dhmb,1.1.1.86
3299,KARI_23dhmp,1.1.1.86
3300,KARI_3hmoa,5.4.99.3
3301,TAL,4.3.1.19
3302,VALTLh,6.1.1.9
3303,ALDH,1.2.1.3
3304,DHRT_2mbcoa,2.3.1.168
3305,DHRT_ivcoa,2.3.1.168
3306,ECH_3hivcoa,4.2.1.17
3307,HIBH,3.1.2.4
3308,HMGL_1,4.1.3.4
3309,HMNO,1.1.1.35
3310,MCTC,6.4.1.4
3311,MGC,4.2.1.18
3312,MHGS,2.3.3.10
3313,MMSDH,1.2.1.27
3314,MOD,1.2.4.4
3315,MOD_3mhtpp,1.2.4.4
3316,MOD_3mop,1.2.4.4
3317,MOD_4mop,1.2.4.4
3318,BCTA,2.6.1.42
3319,BCTA_glu_h,2.6.1.67
3320,BCTA_val_h,2.6.1.6
3321,BCTAh,2.6.1.42
3322,PYDXDH_1,1.2.3.8
3323,PYDXO_1,1.4.3.5
3324,PYDXOR,1.1.1.65
3325,PYDXS,4.3.3.6
3326,ACSOMT,2.1.1.4
3327,ACSRTNMT,2.1.1.4
3328,ALCD21_D,1.1.1.77
3329,ALCD21_L,1.1.1.77
3330,ALCD22_L,1.1.1.21
3331,BDG2HCGHD,3.2.1.21
3332,DOPASULT,2.8.2.1
3333,GLUDym,1.4.1.4
3334,GLUVESSEC,3.6.3.21
3335,MCLOR,1.1.1.27
3336,NaKt,3.6.3.9
3337,P4502C93,1.14.13.49
3338,STS1,3.1.6.2
3339,STS1r,3.1.6.2
3340,STS2,3.1.6.2
3341,STS2r,3.1.6.2
3342,STS3,3.1.6.2
3343,STS3r,3.1.6.2
3344,STS4,3.1.6.2
3345,STS4r,3.1.6.2
3346,UGT1A10r,2.4.1.17
3347,UGT1A1r,2.4.1.17
3348,UGT1A2r,2.4.1.95
3349,UGT1A3r,2.4.1.17
3350,UGT1A4r,2.4.1.17
3351,UGT1A5r,2.4.1.17
3352,UGT1A6r,2.4.1.17
3353,UGT1A7r,2.4.1.17
3354,UGT1A8r,2.4.1.17
3355,BILIRBU,2.4.1.17
3356,C160CPT2rbc,2.3.1.21
3357,DM_nadh,1.8.1.15
3358,GULND,1.1.1.2
