gene_id,gene_name,pyruvate,glucose,glucose + glutamate,amino acids,glucose + amino acids
BSU22400,dinG,,,22.34285727,,
BSU28980,dnaI,,,163.16680543,,629.0830369
BSU25290,era,,,236.67310439,,442.6381015
BSU16390,flhA,,,83.5559587,167.4539061,
BSU16340,fliZ,,,81.01231048,,
BSU02360,gamA,,,131.70523174,890.57612156,462.14187626
BSU09840,hemZ,,,54.25280132,,927.8164789
BSU13660,kinD,,,32.09010706,,
BSU04090,kipA,,,87.38419984,289.84609648,
BSU04080,kipI,,,105.555909,,
BSU35630,lytB,,,175.10373573,,515.16703932
BSU32880,mdtP,,,65.15081331,,333.80464583
BSU32870,mdtR,,,43.85005224,,
BSU28020,mreC,,,55.63190108,346.03106254,428.95509001
BSU04650,ndoAI,,,97.86652493,,778.64391967
BSU03430,nucA,,,200.64324985,,
BSU24320,nusB,,,552.44188747,,4764.21526518
BSU33710,opuBC,,,39.56859465,,
BSU33820,opuCB,,,70.20155247,,
BSU18090,parE,,,98.8605254,,697.20105001
BSU13980,pbpH,,,65.322339,,
BSU09540,plsC,,,131.17498006,772.55002056,1616.09772533
BSU18300,ppsE,,,102.42221765,,
BSU15710,priA,,,26.23881167,,
BSU15770,prkC,,,49.18450856,,263.72203892
BSU13120,proB,,,180.95147314,,
BSU23800,proI,,,43.15174917,,
BSU15490,pyrB,,,324.12918553,372.32210837,2237.48705758
BSU28390,racE,,,346.0525311,531.24689699,1306.66119349
BSU24240,recN,,,70.79307271,,646.33385114
BSU23110,resE,,,50.0311451,,
BSU05970,rex,,,71.05456484,,1055.76747987
BSU23240,ribT,,,101.95219128,,
BSU37790,rocG,,,25.86866546,16023.8461492,315.71846069
BSU13200,rsbRB,,,142.69420954,484.98378431,948.49759101
BSU04740,rsbX,,,76.87658529,,68.23690023
BSU13460,rsgI,,,17.05376226,,97.74738835
BSU18490,rtp,,,82.65205631,50.15079181,
BSU27740,ruvA,,,21.65866552,,
BSU23210,scpB,,,67.69673962,,138.70215132
BSU24220,spo0A,,,94.25394496,,
BSU00770,sul,,,75.36835169,601.22688655,1232.49321785
BSU35770,tagC,,,332.48067873,,
BSU24620,tasA,,,97.22778435,198.82808102,626.58146339
BSU03610,tcyA,,,125.32548721,505.82689365,2229.47595545
BSU13210,thiX,,,68.2391326,,
BSU21820,thyB,,,68.02472951,362.32849972,1085.29308849
BSU29900,trmB,,,36.29478109,,599.0626425
BSU16530,uppS,,,285.54724674,661.0294789,1659.86037385
BSU12650,xkdK,,,36.97083357,,154.54938817
BSU12560,xpf,,,28.97758654,,
BSU00400,yabE,,,201.45110533,,161.8855325
BSU00630,yabR,,,76.57485429,,1732.52795731
BSU00720,yacD,,,42.1219622,307.6305754,286.76115632
BSU02050,ybdO,,,87.89470385,,234.58940756
BSU02390,ybgE,,,156.06846781,,
BSU02090,ybxI,,,25.01637545,,
BSU02560,ycbM,,,37.1351727,,
BSU02660,ycbU,,,48.96124428,,
BSU02720,yccF,,,74.83187467,,1295.27708007
BSU04050,ycsF,,,204.03693177,,927.43728193
BSU04850,ydcP,,,299.16161196,,
BSU05170,ydeE,,,174.04651695,68.57458647,112.92235518
BSU05250,ydeM,,,172.17437455,472.81703122,930.92524511
BSU05400,ydfG,,,135.05182121,,
BSU05920,ydiC,,,163.98259521,,
BSU05960,ydiG,,,54.67819035,,
BSU06110,ydjA,,,69.50137563,,338.01834578
BSU06130,ydjC,,,375.4372068,,
BSU06260,ydjN,,,36.54075391,,333.33899426
BSU06319,ydzX,,,112.15032576,,
BSU06350,yebA,,,22.88973439,,
BSU06770,yeeB,,,88.04929541,266.35515975,901.32670016
BSU06730,yefA,,,83.83428735,,336.83042562
BSU06640,yerI,,,29.45066717,,
BSU07955,yfkA,,,63.2128273,231.08403967,760.25993686
BSU07430,yfmL,,,110.34394248,207.09539659,
BSU07420,yfmM,,,67.95722654,443.235225,1590.89260382
BSU07390,yfmP,,,36.11728199,,124.65320614
BSU07370,yfmR,,,106.14534513,432.7957278,894.33687968
BSU09920,yhaN,,,191.42472437,,898.1833726
BSU09070,yhcG,,,18.25736423,362.12599907,
BSU09240,yhcW,,,49.50594583,,
BSU09550,yhdP,,,130.03006409,,900.4604422
BSU11000,yitI,,,246.67691617,,
BSU12040,yjdG,,,22.0389445,,
BSU13110,ykkE,,,396.23953104,716.15012135,1909.82905979
BSU14370,yknZ,,,47.44615862,,
BSU13280,ykoJ,,,16.89808542,,
BSU14650,yktB,,,337.4055274,284.1626466,912.45361842
BSU14690,yktD,,,18.66179972,,
BSU14050,ykuE,,,166.84052813,,
BSU14090,ykuI,,,64.65205185,,
BSU14150,ykuN,,,308.69301233,,
BSU15060,ylbM,,,42.01832694,,
BSU15640,yloA,,,229.26067219,526.57592666,468.65152834
BSU15750,yloN,,,138.76501575,694.02858141,1385.30331252
BSU16010,ylqD,,,33.83303592,,
BSU17250,ymaE,,,112.01881108,,
BSU17510,ynaC,,,23.1701229,,
BSU17440,ynbB,,,65.06541305,,408.71158444
BSU18040,yneP,,,40.69821941,,
BSU18550,yoaC,,,62.32697857,,
BSU18560,yoaD,,,160.02215036,,
BSU18570,yoaE,,,95.08256224,,
BSU19210,yocH,,,63.08969379,,198.9168354
BSU21610,yokF,,,111.00282484,124.84248895,480.88271496
BSU21560,yokK,,,236.61667219,,
BSU21540,yolA,,,289.35302197,427.79868464,
BSU21450,yolJ,,,128.63559487,,
BSU20440,yorB,,,71.37806891,,
BSU20040,yosP,,,34.05705361,208.71890524,284.25509746
BSU19680,yozE,,,296.13421278,,
BSU26180,yqbA,,,34.87784809,,
BSU25680,yqeG,,,77.0897127,,858.83443326
BSU25430,yqeV,,,75.48694205,507.59374096,1686.16003474
BSU24180,yqiK,,,25.0928576,,
BSU23670,yqkA,,,48.32198469,,
BSU24930,yqzD,,,186.19101274,476.54348211,2378.89303516
BSU27110,yrhO,,,114.8851349,,887.90302802
BSU27390,yrrK,,,110.4901681,250.72637234,505.78112665
BSU27350,yrrN,,,172.721371,377.69289173,1645.13387781
BSU28650,ysgA,,,86.91477742,,455.43437967
BSU29580,ytbJ,,,32.02805354,,195.43012685
BSU29950,ytlQ,,,25.78479406,,
BSU30490,ytqB,,,90.92525126,,
BSU31110,yubF,,,263.70837785,1878.60052134,2819.16038891
BSU31840,yueD,,,79.83395191,,580.74665949
BSU31360,yugK,,,90.24493643,,1272.03768585
BSU32620,yurQ,,,131.71862639,,2179.30730461
BSU32930,yusU,,,147.53416369,,1294.39870009
BSU32719,yuzK,,,389.98121157,,
BSU34710,yvcQ,,,28.33063729,,
BSU34060,yvfU,,,140.74186034,,
BSU33260,yvrN,,,24.43514822,,
BSU33270,yvrO,,,105.18126938,,
BSU37240,ywiE,,,389.76162715,,3344.94128538
BSU36950,ywlC,,,129.30943429,209.27867886,638.54399406
BSU36630,ywnA,,,26.66949021,,181.50887088
BSU36610,ywnC,,,115.22886432,967.35441133,1515.63829031
BSU36490,ywoC,,,64.68794025,,446.08991192
BSU36340,ywpE,,,42.65885306,,
BSU36330,ywpF,,,138.437114,,
BSU40710,yybA,,,265.20374121,,
BSU40370,yycJ,,,63.6817606,,75.66919605
BSU40170,yydG,,,74.87020262,,
BSU40150,yydI,,,70.62634881,,
BSU28720,abfA,,,,156.77319223,
BSU08060,acoA,,,,313.28334085,
BSU08070,acoB,,,,527.10570996,
BSU11370,appF,,,,278.80839809,
BSU03180,cah,,,,205.43249989,431.72893266
BSU16930,cinA,,,,450.39695212,
BSU33010,cssR,,,,87.0848761,
BSU35240,ctpB,,,,149.93491112,
BSU23480,dacF,,,,95.43576375,
BSU00790,folK,,,,477.13206285,915.72527789
BSU14390,fruK,,,,117.60767021,170.29209256
BSU38200,galK,,,,258.84466164,
BSU35680,ggaB,,,,914.64553859,1071.7956675
BSU02130,glpQ,,,,105.89784481,
BSU02140,glpT,,,,983.47928422,
BSU40060,gntK,,,,765.00332575,393.18857411
BSU28150,hemC,,,,207.56328823,596.79155571
BSU17340,hfq,,,,45.85370474,
BSU39360,hutU,,,,314.3973635,
BSU39730,iolD,,,,257.74797227,
BSU39690,iolH,,,,161.74022481,
BSU22110,kdgK,,,,52.05246232,
BSU38560,licH,,,,363.2677089,
BSU08180,malA,,,,1075.29926267,
BSU30830,menF,,,,444.10759235,439.86994613
BSU13300,mgtE,,,,259.20604658,
BSU11100,nprB,,,,437.44812428,
BSU11440,oppB,,,,835.23026874,
BSU11470,oppF,,,,364.87360505,379.29167265
BSU29100,phoR,,,,453.11874976,
BSU15760,prpC,,,,459.25069044,569.6217056
BSU24950,pstBB,,,,531.33227167,
BSU24090,ptb,,,,429.27945739,
BSU38150,qoxC,,,,606.75392638,
BSU35940,rbsA,,,,3345.32457044,
BSU37780,rocA,,,,46499.187098,3265.74378167
BSU37770,rocB,,,,655.09115797,
BSU11810,spoVIF,,,,491.57972095,
BSU11500,spx,,,,82.97367739,
BSU13220,thiW,,,,642.55949967,2352.11812651
BSU25180,trmK,,,,247.21822236,708.43723309
BSU21500,uvrX,,,,126.21621789,
BSU40400,walK,,,,236.04267746,559.20220215
BSU00580,yabN,,,,968.54334377,931.96309216
BSU01460,ybaE,,,,187.55931031,923.76296627
BSU02120,ybeC,,,,1125.55752995,1743.43249248
BSU03200,ycgM,,,,1526.74849131,718.48121203
BSU03380,yckB,,,,454.80624829,1578.34884258
BSU04000,ycsA,,,,919.17877685,
BSU05420,ydfI,,,,2965.39886627,
BSU06560,yerA,,,,970.74871196,
BSU07220,yetL,,,,91.67664319,286.99640878
BSU08410,yfiV,,,,113.02319224,
BSU08680,ygaC,,,,697.46079792,
BSU09900,yhaP,,,,381.91841507,406.21945623
BSU11570,yjbJ,,,,95.61268472,
BSU11620,yjbO,,,,639.20733354,
BSU13340,ykoM,,,,433.78305543,
BSU14130,ykuL,,,,904.63527093,
BSU17880,ynzC,,,,1184.4297975,2519.15359943
BSU20810,yopP,,,,337.79157827,
BSU22460,ypjH,,,,167.72795158,
BSU26190,yqaT,,,,329.75430214,
BSU25980,yqbT,,,,341.1625863,
BSU24300,yqiB,,,,206.47144907,680.88315145
BSU27770,yrbE,,,,808.25096974,
BSU27580,yrvJ,,,,153.66130843,237.2261279
BSU27400,yrzL,,,,109.91606502,
BSU30160,ytcQ,,,,109.3474553,
BSU29320,ytnI,,,,186.82462765,
BSU32040,yuiF,,,,579.3802712,
BSU31875,yukB,,,,1353.80944297,464.21611033
BSU31730,yuzC,,,,342.12414333,
BSU33860,yvbH,,,,212.03628133,
BSU34480,yvdT,,,,82.6501558,
BSU36460,ywoF,,,,161.43593834,
BSU40540,yybR,,,,69.96332704,
BSU04640,alr,,,,,218.76654217
BSU36000,alsD,,,,,1037.40186062
BSU36010,alsS,,,,,947.36596688
BSU18120,alsT,,,,,1321.72409168
BSU34820,bmrA,,,,,289.60077664
BSU03640,bsdC,,,,,773.48411139
BSU22450,cca,,,,,497.38300272
BSU09440,citA,,,,,337.41267064
BSU15720,def,,,,,564.04091764
BSU00150,dgk,,,,,667.44511167
BSU06720,dgkB,,,,,381.15437705
BSU40440,dnaC,,,,,188.28592439
BSU00190,dnaX,,,,,413.93591974
BSU16190,flgC,,,,,133.23013031
BSU16350,fliP,,,,,1049.02684923
BSU31060,gbsA,,,,,474.8983312
BSU31050,gbsB,,,,,711.06092174
BSU03930,gdh,,,,,506.53733524
BSU13880,glcT,,,,,173.39225375
BSU09270,glpP,,,,,355.74138169
BSU00900,ispD,,,,,118.26241021
BSU00460,ispE,,,,,1328.77625959
BSU24060,lpdV,,,,,735.39652405
BSU07710,ltaS,,,,,225.16237925
BSU37050,maeA,,,,,371.70724685
BSU03070,mdr,,,,,1077.77777516
BSU30820,menD,,,,,335.29829054
BSU29720,motS,,,,,227.13848475
BSU15130,mraZ,,,,,134.73839505
BSU17040,mutS,,,,,643.87317843
BSU25640,nadD,,,,,234.55193455
BSU37280,narG,,,,,1204.17320515
BSU36520,nrgB,,,,,547.58491961
BSU15160,pbpB,,,,,1746.85876593
BSU10110,pbpF,,,,,191.78445032
BSU08730,perR,,,,,486.52048837
BSU18070,plsY,,,,,645.37340981
BSU16060,rnhB,,,,,316.83249718
BSU33610,rnr,,,,,843.84685922
BSU01360,secY,,,,,1597.98287818
BSU16470,sigD,,,,,155.6108859
BSU15940,smc,,,,,1698.83559958
BSU14630,speA,,,,,686.21085896
BSU37490,speB,,,,,516.36672664
BSU29010,speD,,,,,3201.92127646
BSU36970,spoIIR,,,,,548.94215975
BSU17420,spoVK,,,,,346.38983906
BSU35700,tagH,,,,,702.14590541
BSU03590,tcyC,,,,,442.27059985
BSU29370,tcyK,,,,,248.00144812
BSU09130,tcyP,,,,,118.62377871
BSU00280,tmk,,,,,603.24681672
BSU27330,udk,,,,,684.70131763
BSU28490,uvrC,,,,,222.73762727
BSU12570,xtmA,,,,,939.05357104
BSU00340,yabB,,,,,339.48703764
BSU00800,yazB,,,,,822.96715977
BSU01510,ybaJ,,,,,625.43948577
BSU02260,ybfK,,,,,335.19941189
BSU02950,yceI,,,,,608.04927357
BSU03540,ycxB,,,,,163.91347344
BSU04020,yczH,,,,,66.35817278
BSU05080,yddR,,,,,202.27300346
BSU06070,ydiP,,,,,1270.36449333
BSU07570,yflS,,,,,856.20379628
BSU07490,yfmF,,,,,2583.06996359
BSU09910,yhaO,,,,,570.44010641
BSU09080,yhcH,,,,,812.77685164
BSU09250,yhcX,,,,,737.87754421
BSU09790,yheB,,,,,985.42578121
BSU11150,yitV,,,,,303.62878717
BSU12180,yjhA,,,,,1085.46309198
BSU15010,ylbH,,,,,886.34786446
BSU15700,yloI,,,,,348.79802518
BSU16620,ylxQ,,,,,1086.48621104
BSU15440,ylyA,,,,,551.30065162
BSU16870,ymfI,,,,,133.09523847
BSU17520,ynaD,,,,,113.61297777
BSU19620,yodJ,,,,,386.20142667
BSU21050,yonN,,,,,18313.5100865
BSU21730,ypmS,,,,,111.79018453
BSU22260,yppF,,,,,319.6749564
BSU22190,ypsA,,,,,254.46935223
BSU21950,ypzA,,,,,66.75939146
BSU26020,yqbP,,,,,155.83115536
BSU25610,yqeM,,,,,585.20617468
BSU24810,yqgV,,,,,710.34288288
BSU27480,yrrC,,,,,128.22531859
BSU27370,yrrL,,,,,522.53118501
BSU27620,yrvE,,,,,1067.81827263
BSU28460,yslB,,,,,466.97479507
BSU29050,ytbE,,,,,273.58531997
BSU29920,ytmP,,,,,345.28294686
BSU30450,ytrB,,,,,281.70775671
BSU30410,ytrF,,,,,527.20557931
BSU31860,yueB,,,,,606.29892229
BSU32770,yusE,,,,,304.98663913
BSU32180,yutK,,,,,532.45120019
BSU34750,yvcL,,,,,291.97904736
BSU35520,yvhJ,,,,,574.36984299
BSU37960,ywdH,,,,,203.09684245
BSU37140,ywjG,,,,,573.19754575
BSU37000,ywkE,,,,,278.14298669
BSU39990,yxaF,,,,,206.49754647
BSU38970,yxjF,,,,,257.76551085
